7Networks_LH_Vis_1,-3.850816
7Networks_LH_Vis_2,-4.159534
7Networks_LH_Vis_3,-3.467432
7Networks_LH_Vis_4,-4.372861
7Networks_LH_Vis_5,-0.1332952
7Networks_LH_Vis_6,-3.297724
7Networks_LH_Vis_7,-3.050714
7Networks_LH_Vis_8,-3.807583
7Networks_LH_Vis_9,-3.05812
7Networks_LH_Vis_10,-4.03165
7Networks_LH_Vis_11,-3.87389
7Networks_LH_Vis_12,-4.380128
7Networks_LH_Vis_13,-4.451865
7Networks_LH_Vis_14,-4.221404
7Networks_LH_SomMot_1,-3.232635
7Networks_LH_SomMot_2,-3.554608
7Networks_LH_SomMot_3,-4.356491
7Networks_LH_SomMot_4,-4.005023
7Networks_LH_SomMot_5,-4.461057
7Networks_LH_SomMot_6,-4.805782
7Networks_LH_SomMot_7,-4.172472
7Networks_LH_SomMot_8,-4.662256
7Networks_LH_SomMot_9,-5.346978
7Networks_LH_SomMot_10,-5.341836
7Networks_LH_SomMot_11,-4.855393
7Networks_LH_SomMot_12,-5.256693
7Networks_LH_SomMot_13,-5.245512
7Networks_LH_SomMot_14,-4.955555
7Networks_LH_SomMot_15,-5.209818
7Networks_LH_SomMot_16,-4.855523
7Networks_LH_DorsAttn_Post_1,-1.326186
7Networks_LH_DorsAttn_Post_2,-0.7740451
7Networks_LH_DorsAttn_Post_3,-0.9945167
7Networks_LH_DorsAttn_Post_4,-3.50299
7Networks_LH_DorsAttn_Post_5,-4.246233
7Networks_LH_DorsAttn_Post_6,-1.324095
7Networks_LH_DorsAttn_Post_7,-2.291247
7Networks_LH_DorsAttn_Post_8,-3.762016
7Networks_LH_DorsAttn_Post_9,-1.037655
7Networks_LH_DorsAttn_Post_10,-4.30859
7Networks_LH_DorsAttn_FEF_1,-2.482292
7Networks_LH_DorsAttn_FEF_2,-0.5354583
7Networks_LH_DorsAttn_PrCv_1,-0.6273596
7Networks_LH_SalVentAttn_ParOper_1,-1.839259
7Networks_LH_SalVentAttn_ParOper_2,-2.774885
7Networks_LH_SalVentAttn_ParOper_3,0.4405704
7Networks_LH_SalVentAttn_FrOperIns_1,-2.653669
7Networks_LH_SalVentAttn_FrOperIns_2,-0.6510275
7Networks_LH_SalVentAttn_FrOperIns_3,-3.361138
7Networks_LH_SalVentAttn_FrOperIns_4,-0.405035
7Networks_LH_SalVentAttn_PFCl_1,0.7226561
7Networks_LH_SalVentAttn_Med_1,-2.820334
