Var1,Var2,Var3,Var4,Var5,Var6
201,59,251,0,16464841,7Networks_RH_SalVentAttn_PrC_1
201,59,249,0,16333769,7Networks_RH_SalVentAttn_FrOperIns_1
201,59,250,0,16399305,7Networks_RH_SalVentAttn_FrOperIns_2
201,59,252,0,16530377,7Networks_RH_SalVentAttn_FrOperIns_3
201,59,253,0,16595913,7Networks_RH_SalVentAttn_FrOperIns_4
201,59,254,0,16661449,7Networks_RH_SalVentAttn_FrOperIns_5
201,59,255,0,16726985,7Networks_RH_SalVentAttn_FrOperIns_6
198,52,250,0,16397510,7Networks_RH_SalVentAttn_FrOperIns_7
198,52,251,0,16463046,7Networks_RH_SalVentAttn_FrOperIns_8
200,57,251,0,16464328,7Networks_RH_SalVentAttn_PFCl_1
200,57,247,0,16202184,7Networks_RH_SalVentAttn_Med_1
200,57,248,0,16267720,7Networks_RH_SalVentAttn_Med_2
200,57,250,0,16398792,7Networks_RH_SalVentAttn_Med_3
200,57,252,0,16529864,7Networks_RH_SalVentAttn_Med_4
200,57,253,0,16595400,7Networks_RH_SalVentAttn_Med_5
200,57,254,0,16660936,7Networks_RH_SalVentAttn_Med_6
200,57,255,0,16726472,7Networks_RH_SalVentAttn_Med_7
200,58,249,0,16333512,7Networks_RH_SalVentAttn_Med_8
224,249,163,0,10746336,7Networks_RH_Limbic_OFC_1
224,249,165,0,10877408,7Networks_RH_Limbic_OFC_2
224,249,166,0,10942944,7Networks_RH_Limbic_OFC_3
224,249,167,0,11008480,7Networks_RH_Limbic_OFC_4
224,249,168,0,11074016,7Networks_RH_Limbic_OFC_5
224,249,169,0,11139552,7Networks_RH_Limbic_OFC_6
224,249,164,0,10811872,7Networks_RH_Limbic_TempPole_1
224,249,170,0,11205088,7Networks_RH_Limbic_TempPole_2
224,249,171,0,11270624,7Networks_RH_Limbic_TempPole_3
224,249,172,0,11336160,7Networks_RH_Limbic_TempPole_4
224,250,165,0,10877664,7Networks_RH_Limbic_TempPole_5
224,250,166,0,10943200,7Networks_RH_Limbic_TempPole_6
224,250,167,0,11008736,7Networks_RH_Limbic_TempPole_7
234,147,33,0,2200554,7Networks_RH_Cont_Par_1
234,147,35,0,2331626,7Networks_RH_Cont_Par_2
234,147,36,0,2397162,7Networks_RH_Cont_Par_3
234,147,37,0,2462698,7Networks_RH_Cont_Par_4
234,147,38,0,2528234,7Networks_RH_Cont_Par_5
234,147,39,0,2593770,7Networks_RH_Cont_Par_6
234,147,34,0,2266090,7Networks_RH_Cont_Temp_1
234,147,40,0,2659306,7Networks_RH_Cont_Temp_2
233,148,35,0,2331881,7Networks_RH_Cont_PFCv_1
233,148,27,0,1807593,7Networks_RH_Cont_PFCl_1
233,148,28,0,1873129,7Networks_RH_Cont_PFCl_2
233,148,29,0,1938665,7Networks_RH_Cont_PFCl_3
233,148,30,0,2004201,7Networks_RH_Cont_PFCl_4
233,148,31,0,2069737,7Networks_RH_Cont_PFCl_5
233,148,32,0,2135273,7Networks_RH_Cont_PFCl_6
233,148,34,0,2266345,7Networks_RH_Cont_PFCl_7
233,148,36,0,2397417,7Networks_RH_Cont_PFCl_8
233,148,37,0,2462953,7Networks_RH_Cont_PFCl_9
233,148,38,0,2528489,7Networks_RH_Cont_PFCl_10
233,148,39,0,2594025,7Networks_RH_Cont_PFCl_11
233,148,40,0,2659561,7Networks_RH_Cont_PFCl_12
233,149,33,0,2201065,7Networks_RH_Cont_PFCl_13
233,149,34,0,2266601,7Networks_RH_Cont_PFCl_14
233,149,35,0,2332137,7Networks_RH_Cont_PFCl_15
233,147,35,0,2331625,7Networks_RH_Cont_pCun_1
233,147,36,0,2397161,7Networks_RH_Cont_pCun_2
233,147,34,0,2266089,7Networks_RH_Cont_Cing_1
233,147,37,0,2462697,7Networks_RH_Cont_Cing_2
234,148,37,0,2462954,7Networks_RH_Cont_PFCmp_1
234,148,38,0,2528490,7Networks_RH_Cont_PFCmp_2
209,62,76,0,4996817,7Networks_RH_Default_Par_1
209,62,78,0,5127889,7Networks_RH_Default_Par_2
209,62,79,0,5193425,7Networks_RH_Default_Par_3
209,62,80,0,5258961,7Networks_RH_Default_Par_4
209,62,81,0,5324497,7Networks_RH_Default_Par_5
209,61,76,0,4996561,7Networks_RH_Default_Temp_1
209,61,77,0,5062097,7Networks_RH_Default_Temp_2
209,61,79,0,5193169,7Networks_RH_Default_Temp_3
209,61,80,0,5258705,7Networks_RH_Default_Temp_4
209,61,81,0,5324241,7Networks_RH_Default_Temp_5
209,61,82,0,5389777,7Networks_RH_Default_Temp_6
209,61,83,0,5455313,7Networks_RH_Default_Temp_7
209,61,84,0,5520849,7Networks_RH_Default_Temp_8
209,61,78,0,5127633,7Networks_RH_Default_PFCv_1
209,62,77,0,5062353,7Networks_RH_Default_PFCv_2
209,62,82,0,5390033,7Networks_RH_Default_PFCv_3
209,62,83,0,5455569,7Networks_RH_Default_PFCv_4
208,62,73,0,4800208,7Networks_RH_Default_PFCdPFCm_1
208,62,74,0,4865744,7Networks_RH_Default_PFCdPFCm_2
208,62,75,0,4931280,7Networks_RH_Default_PFCdPFCm_3
208,62,76,0,4996816,7Networks_RH_Default_PFCdPFCm_4
208,62,77,0,5062352,7Networks_RH_Default_PFCdPFCm_5
208,62,79,0,5193424,7Networks_RH_Default_PFCdPFCm_6
208,62,80,0,5258960,7Networks_RH_Default_PFCdPFCm_7
208,62,81,0,5324496,7Networks_RH_Default_PFCdPFCm_8
208,62,82,0,5390032,7Networks_RH_Default_PFCdPFCm_9
208,62,83,0,5455568,7Networks_RH_Default_PFCdPFCm_10
208,62,84,0,5521104,7Networks_RH_Default_PFCdPFCm_11
208,62,85,0,5586640,7Networks_RH_Default_PFCdPFCm_12
208,63,78,0,5128144,7Networks_RH_Default_PFCdPFCm_13
208,62,78,0,5127888,7Networks_RH_Default_pCunPCC_1
208,63,77,0,5062608,7Networks_RH_Default_pCunPCC_2
208,63,79,0,5193680,7Networks_RH_Default_pCunPCC_3
208,63,80,0,5259216,7Networks_RH_Default_pCunPCC_4
208,63,81,0,5324752,7Networks_RH_Default_pCunPCC_5
208,63,82,0,5390288,7Networks_RH_Default_pCunPCC_6
208,63,83,0,5455824,7Networks_RH_Default_pCunPCC_7
208,63,84,0,5521360,7Networks_RH_Default_pCunPCC_8
208,64,77,0,5062864,7Networks_RH_Default_pCunPCC_9
